frequency,raw,smoothed,error,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
11544.84,-0.11,-0.58,-2.17,-3.57,3.57,3.70,3.46,2.99,2.06
11660.29,-1.18,-0.77,-3.19,-3.63,3.63,3.77,2.45,2.86,2.01
11776.89,-2.11,-0.95,-4.10,-3.69,3.69,3.83,1.57,2.73,1.98
11894.66,-2.95,-1.14,-4.91,-3.74,3.74,3.90,0.79,2.60,1.96
12013.60,-3.70,-1.34,-5.64,-3.80,3.80,3.96,0.10,2.46,1.94
12133.74,-4.37,-1.54,-6.33,-3.86,3.86,4.02,-0.51,2.32,1.96
12255.08,-4.96,-1.74,-6.94,-3.92,3.92,4.09,-1.04,2.18,1.98
12377.63,-5.49,-1.94,-7.49,-3.97,3.97,4.15,-1.51,2.03,2.01
12501.41,-5.96,-2.15,-8.01,-4.03,4.03,4.21,-1.93,1.88,2.05
12626.42,-6.39,-2.36,-8.50,-4.09,4.09,4.27,-2.29,1.73,2.11
12752.68,-6.77,-2.58,-8.96,-4.15,4.15,4.33,-2.62,1.58,2.19
12880.21,-7.11,-2.80,-9.37,-4.21,4.21,4.39,-2.90,1.42,2.26
13009.01,-7.41,-3.02,-9.72,-4.27,4.27,4.45,-3.14,1.25,2.31
13139.10,-7.69,-3.24,-10.01,-4.33,4.33,4.50,-3.36,1.09,2.32
13270.49,-7.92,-3.47,-10.24,-4.39,4.39,4.56,-3.53,0.92,2.32
13403.20,-8.10,-3.71,-10.39,-4.45,4.45,4.61,-3.65,0.75,2.29
13537.23,-8.28,-3.95,-10.52,-4.52,4.52,4.67,-3.77,0.57,2.24
13672.60,-8.46,-4.19,-10.65,-4.58,4.58,4.72,-3.88,0.39,2.19
13809.33,-8.63,-4.43,-10.75,-4.64,4.64,4.78,-3.99,0.21,2.12
13947.42,-8.72,-4.68,-10.76,-4.70,4.70,4.83,-4.02,0.02,2.04
14086.90,-8.74,-4.93,-10.65,-4.76,4.76,4.88,-3.98,-0.17,1.91
14227.77,-8.61,-5.18,-10.32,-4.83,4.83,4.93,-3.78,-0.36,1.71
14370.04,-8.28,-5.44,-9.78,-4.89,4.89,4.98,-3.39,-0.55,1.50
14513.74,-7.81,-5.71,-9.11,-4.95,4.95,5.03,-2.86,-0.75,1.30
14658.88,-7.15,-5.97,-8.25,-5.02,5.02,5.08,-2.13,-0.95,1.10
14805.47,-6.45,-6.24,-7.35,-5.08,5.08,5.13,-1.37,-1.16,0.89
14953.52,-5.79,-6.51,-6.48,-5.15,5.15,5.18,-0.65,-1.37,0.69
15103.06,-5.23,-6.79,-5.74,-5.21,5.21,5.22,-0.02,-1.58,0.52
15254.09,-4.97,-7.07,-5.40,-5.28,5.28,5.27,0.31,-1.80,0.43
15406.63,-4.98,-7.36,-5.34,-5.34,5.34,5.31,0.36,-2.01,0.36
15560.70,-5.30,-7.64,-5.58,-5.41,5.41,5.35,0.11,-2.24,0.29
15716.30,-6.19,-7.93,-6.41,-5.47,5.47,5.40,-0.72,-2.46,0.22
15873.47,-7.39,-8.23,-7.50,-5.54,5.54,5.44,-1.85,-2.69,0.11
16032.20,-8.89,-8.53,-8.82,-5.61,5.61,5.48,-3.28,-2.92,-0.07
16192.52,-10.83,-8.83,-10.53,-5.67,5.68,5.52,-5.15,-3.15,-0.31
16354.45,-12.99,-9.13,-12.31,-5.74,5.75,5.55,-7.24,-3.38,-0.68
16517.99,-15.09,-9.44,-13.95,-5.81,5.82,5.59,-9.27,-3.63,-1.14
16683.17,-16.20,-9.76,-14.65,-5.87,5.87,5.63,-10.32,-3.88,-1.55
16850.01,-16.13,-10.07,-14.14,-5.94,5.92,5.66,-10.21,-4.15,-2.00
17018.51,-15.58,-10.39,-13.05,-6.01,5.96,5.69,-9.62,-4.44,-2.53
17188.69,-14.97,-10.72,-11.81,-6.08,5.99,5.73,-8.99,-4.73,-3.17
17360.58,-14.54,-11.04,-10.70,-6.15,6.00,5.76,-8.54,-5.04,-3.84
17534.18,-14.17,-11.37,-9.63,-6.22,6.01,5.79,-8.16,-5.36,-4.53
17709.53,-13.82,-11.71,-8.61,-6.29,6.01,5.82,-7.81,-5.70,-5.21
17886.62,-13.40,-12.05,-7.57,-6.36,6.01,5.84,-7.39,-6.04,-5.83
18065.49,-12.90,-12.39,-6.43,-6.43,6.00,5.87,-6.90,-6.38,-6.47
18246.14,-12.31,-12.73,-5.15,-6.50,6.00,5.90,-6.31,-6.73,-7.16
18428.60,-11.59,-13.08,-3.72,-6.57,6.00,5.92,-5.59,-7.08,-7.86
18612.89,-10.86,-13.43,-2.35,-6.64,6.00,5.94,-4.86,-7.43,-8.52
18799.02,-10.17,-13.79,-1.00,-6.71,6.00,5.97,-4.17,-7.79,-9.17
18987.01,-9.64,-14.15,0.33,-6.78,6.00,5.99,-3.64,-8.15,-9.96
19176.88,-9.35,-14.51,1.63,-6.86,6.00,6.01,-3.35,-8.51,-10.97
19368.65,-9.28,-14.88,2.87,-6.93,6.00,6.02,-3.28,-8.88,-12.15
19562.33,-9.59,-15.25,3.76,-7.00,6.00,6.04,-3.59,-9.25,-13.35
19757.96,-9.87,-15.62,4.72,-7.08,6.00,6.06,-3.87,-9.62,-14.59
19955.54,-10.07,-16.00,5.29,-7.15,6.00,6.07,-4.07,-10.00,-15.35
