frequency,raw
20,4.63427836
20.145037,4.63427836
20.291126,4.63427836
20.438274,4.63427836
20.58649,4.63427836
20.73578,4.63427836
20.886153,4.63427836
21.037616,4.63427836
21.190178,4.63427836
21.343846,4.63427836
21.498628,4.63427836
21.654533,4.63427836
21.811569,4.63427836
21.969743,4.63427836
22.129064,4.63427836
22.289541,4.63427836
22.451181,4.63427836
22.613994,4.63427836
22.777988,4.63427836
22.94317,4.63427836
23.109551,4.63427836
23.277138,4.63427836
23.44594,4.63427836
23.615967,4.63427836
23.787226,4.63427836
23.959728,4.63427836
24.13348,4.63427836
24.308493,4.63427836
24.484774,4.63427836
24.662334,4.63427836
24.841182,4.63427836
25.021327,4.63427836
25.202778,4.63427836
25.385544,4.63427836
25.569637,4.63427947
25.755064,4.635656269
25.941836,4.637949798
26.129962,4.640009929
26.319453,4.642149396
26.510318,4.644270234
26.702567,4.646406472
26.89621,4.648558239
27.091257,4.650725659
27.287719,4.652908856
27.485606,4.655107957
27.684927,4.657323151
27.885694,4.659554362
28.087917,4.661801476
28.291607,4.664064878
28.496773,4.666344936
28.703428,4.668641511
28.911581,4.670954486
29.121243,4.673284253
29.332426,4.67563118
29.545141,4.677995126
29.759398,4.680376037
29.975209,4.682774104
30.192584,4.685189395
30.411537,4.687622229
30.632077,4.6900729
30.854216,4.692541478
31.077966,4.695028159
31.303339,4.697532858
31.530346,4.700055528
31.759,4.702596353
31.989311,4.705155333
32.221293,4.707736056
32.454957,4.711009598
32.690316,4.712809233
32.927381,4.71163448
33.166166,4.708924799
33.406682,4.700558058
33.648942,4.689376126
33.89296,4.679655699
34.138746,4.669864455
34.386316,4.659938487
34.63568,4.650084096
34.886853,4.640205754
35.139847,4.631078043
35.394676,4.623458167
35.651353,4.616186297
35.909892,4.608632749
36.170305,4.601024327
36.432607,4.593360418
36.696811,4.585640926
36.962931,4.577865631
37.23098,4.570037495
37.500974,4.562598661
37.772926,4.554076636
38.046849,4.542195871
38.32276,4.52890796
38.600671,4.515595777
38.880597,4.502032523
39.162553,4.488827781
39.446554,4.474678608
39.732615,4.458128841
40.02075,4.440534349
40.310975,4.422173563
40.603304,4.404676405
40.897753,4.389251157
41.194338,4.375384669
41.493073,4.363355955
41.793975,4.35178737
42.097059,4.339882422
42.40234,4.327732585
42.709836,4.315607594
43.019561,4.302031985
43.331533,4.284730987
43.645767,4.266178885
43.96228,4.245566109
44.281088,4.230922369
44.602208,4.226162669
44.925656,4.219864433
45.251451,4.186749404
45.579608,4.146455907
45.910144,4.111481003
46.243078,4.094848335
46.578426,4.108750082
46.916206,4.119537817
47.256435,4.106466429
47.599132,4.087565881
47.944314,4.07201703
48.291999,4.056536487
48.642206,4.04132863
48.994952,4.026044602
49.350256,4.006546176
49.708137,3.997066293
50.068613,4.031383991
50.431703,4.057500882
50.797427,4.034418985
51.165802,4.00149722
51.536849,3.974198569
51.910587,3.947759622
52.287035,3.917203292
52.666213,3.902425644
53.04814,3.907011412
53.432838,3.910048315
53.820325,3.874525888
54.210622,3.831688645
54.603749,3.807728771
54.999728,3.787453392
55.398578,3.769067081
55.80032,3.751788548
56.204976,3.734725781
56.612566,3.718375464
57.023112,3.703024773
57.436635,3.687859064
57.853158,3.672899277
58.2727,3.656556855
58.695285,3.636902722
59.120935,3.615797357
59.549671,3.59070577
59.981517,3.57411247
60.416494,3.569442995
60.854625,3.563599957
61.295934,3.543638741
61.740443,3.519442003
62.188176,3.498184246
62.639156,3.47810348
63.093406,3.46015215
63.55095,3.442591463
64.011812,3.425413985
64.476016,3.405903872
64.943587,3.380232245
65.414548,3.352749512
65.888925,3.325866586
66.366742,3.298864294
66.848024,3.271879413
67.332796,3.244936447
67.821083,3.21811645
68.312912,3.191283261
68.808307,3.164359142
69.307295,3.13741122
69.809901,3.110445406
70.316153,3.083510019
70.826075,3.056435955
71.339695,3.029964288
71.85704,3.004193523
72.378137,2.980059629
72.903013,2.958707218
73.431695,2.937109502
73.964211,2.913767695
74.500588,2.889040821
75.040856,2.86316711
75.585041,2.834256259
76.133173,2.798082469
76.685279,2.76465995
77.24139,2.738976716
77.801533,2.715770145
78.365738,2.69353086
78.934035,2.673005899
79.506453,2.654511395
80.083022,2.636608825
80.663773,2.61920445
81.248735,2.600253022
81.837939,2.577922645
82.431415,2.553333209
83.029196,2.527016299
83.631312,2.497284575
84.237794,2.459628308
84.848674,2.426350342
85.463984,2.40315653
86.083756,2.381807714
86.708023,2.360069495
87.336817,2.338570849
87.970171,2.317204729
88.608118,2.295787246
89.250691,2.274131698
89.897924,2.252527213
90.54985,2.231269848
91.206504,2.209602855
91.867921,2.187450026
92.534133,2.163700698
93.205177,2.136976903
93.881088,2.109629856
94.5619,2.082773348
95.247649,2.05587958
95.938371,2.028892873
96.634102,2.001963243
97.334878,1.975794809
98.040736,1.947711259
98.751713,1.915700408
99.467846,1.881645564
100.189173,1.845137732
100.91573,1.810146959
101.647556,1.777757327
102.384689,1.750026702
103.127168,1.728073376
103.875031,1.70773222
104.628318,1.687490272
105.387067,1.668261724
106.151319,1.650606926
106.921112,1.63244136
107.696489,1.613442321
108.477488,1.590965227
109.264151,1.560914081
110.056518,1.529173866
110.854632,1.499614232
111.658534,1.466119612
112.468265,1.42253826
113.283868,1.38092428
114.105386,1.345651257
114.932862,1.315113143
115.766338,1.28883969
116.605859,1.266655598
117.451468,1.248717279
118.303208,1.231464862
119.161126,1.214282728
120.025265,1.194469574
120.895671,1.168966716
121.772388,1.140717881
122.655464,1.110502785
123.544943,1.078632504
124.440873,1.044303252
125.3433,1.012379769
126.252272,0.9847454497
127.167835,0.9595268352
128.090037,0.9365086385
129.018927,0.9144017129
129.954554,0.8927347982
130.896965,0.8712778981
131.846211,0.8498764583
132.80234,0.8283761534
133.765403,0.8061911312
134.73545,0.7855530612
135.712532,0.767523543
136.6967,0.7498770978
137.688004,0.7321469678
138.686497,0.7135734003
139.692232,0.6935042217
140.705259,0.672736492
141.725633,0.6523323248
142.753407,0.6282061698
143.788633,0.5956541304
144.831368,0.5625219851
145.881663,0.5317408354
146.939576,0.5025778963
148.00516,0.4755297551
149.078472,0.448779651
150.159567,0.4205635275
151.248503,0.3963438978
152.345335,0.3769631898
153.450121,0.3614119195
154.562918,0.3495324965
155.683786,0.3381050096
156.812782,0.3259413497
157.949966,0.3141008215
159.095396,0.3018045862
160.249132,0.293449745
161.411235,0.2891910792
162.581766,0.2852927702
163.760785,0.2810047889
164.948354,0.2766858501
166.144536,0.2723359743
167.349392,0.2679545419
168.562985,0.2635412154
169.785379,0.2590957754
171.016638,0.2546179245
172.256825,0.2501076649
173.506007,0.245564853
174.764247,0.2409891879
176.031612,0.2363804801
177.308167,0.2317380657
178.59398,0.2270601148
179.889117,0.2223443839
181.193647,0.2175038983
182.507637,0.2129691738
183.831155,0.2089294716
185.164272,0.2049260224
186.507056,0.2008283643
187.859578,0.1967012106
189.221908,0.1925447259
190.594118,0.188357961
191.976279,0.1841403888
193.368463,0.1798923649
194.770742,0.1756138981
196.183191,0.1713043581
197.605883,0.1669633634
199.038892,0.1625909653
200.482293,0.1581870731
201.936161,0.1537511072
203.400573,0.1492826824
204.875604,0.1447945055
206.361332,0.1403949551
207.857834,0.1355377944
209.365189,0.1299234466
210.883474,0.1237116608
212.41277,0.1167356045
213.953157,0.1096027367
215.504714,0.102529913
217.067522,0.09540597114
218.641664,0.0882308188
220.227222,0.08100345083
221.824277,0.07372325709
223.432914,0.06636928536
225.053217,0.05877703207
226.68527,0.05179323878
228.329159,0.04568480356
229.984968,0.03979928318
231.652786,0.0340167329
233.332698,0.0282210635
235.024792,0.02235167986
236.729158,0.0164395153
238.445883,0.01048405082
240.175058,0.004485441881
241.916772,-0.001556525121
243.671117,-0.007642076617
245.438184,-0.01377136064
247.218066,-0.02002513317
249.010855,-0.02696799146
250.816646,-0.03164164437
252.635531,-0.034099456
254.467607,-0.03631062112
256.312969,-0.03856966826
258.171713,-0.04082922778
260.043937,-0.04312402727
261.929737,-0.04543551893
263.829213,-0.04776387604
265.742464,-0.05010893952
267.66959,-0.05247065167
269.61069,-0.05484974796
271.565868,-0.05724666451
273.535224,-0.05966060016
275.518861,-0.0620912924
277.516884,-0.06453982019
279.529395,-0.06700659904
281.556502,-0.06949135414
283.598308,-0.07199418658
285.654922,-0.07451497204
287.726449,-0.07705366504
289.813,-0.07961098879
291.914681,-0.08218732849
294.031604,-0.08478215304
296.163878,-0.08739534569
298.311615,-0.09002767137
300.474927,-0.09267951503
302.653927,-0.09535034105
304.848729,-0.0980400382
307.059448,-0.1007493536
309.286198,-0.1034785768
311.529096,-0.1062325959
313.788259,-0.109038818
316.063806,-0.1117392186
318.355854,-0.114295404
320.664525,-0.1167610217
322.989937,-0.1191302936
325.332213,-0.1215053866
327.691474,-0.1239135111
330.067845,-0.1263390638
332.461449,-0.1287821255
334.87241,-0.1312431106
337.300856,-0.1337223135
339.746912,-0.1362192437
342.210707,-0.1387337956
344.692369,-0.141266735
347.192028,-0.1438183812
349.709814,-0.1463884911
352.245858,-0.1489771277
354.800294,-0.1515844415
357.373253,-0.1542105216
359.964872,-0.1568557682
362.575285,-0.1595204323
365.204627,-0.1622042995
367.853038,-0.1649073943
370.520654,-0.1676301475
373.207616,-0.1703727669
375.914063,-0.1731353204
378.640137,-0.1759179501
381.38598,-0.1787207643
384.151735,-0.1815439065
386.937547,-0.1843874733
389.743562,-0.1872515656
392.569925,-0.1902521501
395.416785,-0.193903257
398.284289,-0.1945810929
401.172589,-0.1887215518
